index,left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,sales,salary
11639,0,0.7,0.84,3,260,4,1,0,support,medium
5933,0,0.91,0.9,3,243,3,0,0,support,medium
11533,0,0.6,0.91,5,211,3,0,0,sales,low
1712,1,0.36,0.51,2,157,3,0,0,hr,medium
6764,0,0.86,0.53,3,163,3,0,0,support,medium
13530,0,0.78,0.77,3,244,2,0,0,technical,medium
1115,1,0.42,0.46,2,131,3,0,0,support,medium
6997,0,0.78,0.61,3,257,3,0,0,support,medium
11631,0,0.49,0.78,4,254,10,0,0,management,high
2571,0,0.78,0.82,4,143,3,0,0,support,medium
10688,0,0.76,0.74,4,261,3,0,0,technical,medium
10031,0,0.82,0.93,3,160,3,0,0,hr,low
13417,0,1.0,0.72,5,194,7,1,0,sales,medium
4772,0,0.58,0.98,3,146,3,0,0,technical,medium
5342,0,0.28,0.9,4,275,6,0,0,marketing,low
9333,0,1.0,0.85,4,156,3,0,0,sales,low
6499,0,0.85,0.73,4,260,4,0,0,sales,low
4527,0,0.96,0.88,3,168,2,0,0,sales,low
2836,0,0.54,0.64,3,250,3,0,0,sales,medium
14600,1,0.42,0.57,2,154,3,1,0,marketing,medium
14250,1,0.41,0.54,2,152,3,0,0,technical,low
12374,1,0.86,0.84,5,254,5,0,0,product_mng,medium
2486,0,0.49,0.5,4,187,5,1,0,support,medium
6450,0,0.6,0.87,3,196,3,1,0,technical,high
2412,0,0.67,0.5,4,173,2,1,0,support,high
2868,0,0.59,0.75,2,156,3,0,0,technical,medium
2740,0,0.32,0.73,6,194,5,0,0,product_mng,low
12106,1,0.91,1.0,4,257,5,0,0,accounting,medium
12229,1,0.78,0.98,5,239,6,0,0,marketing,low
8659,0,0.67,0.85,4,266,3,0,0,hr,medium
10614,0,0.89,0.92,3,195,2,0,0,marketing,medium
11603,0,0.69,0.86,5,195,6,0,0,management,high
10992,0,0.65,0.76,2,170,5,0,0,IT,low
11920,0,0.19,0.61,4,127,8,0,0,sales,low
6864,0,0.23,0.51,6,194,4,1,0,RandD,medium
4340,0,0.2,0.57,4,269,5,1,0,IT,low
12866,0,0.96,0.85,5,168,2,0,0,support,low
202,1,0.76,1.0,5,219,5,0,0,support,low
8892,0,0.18,0.54,4,165,3,0,0,technical,medium
12840,0,0.38,0.5,3,196,3,0,0,sales,medium
10261,0,0.76,0.73,4,148,2,1,0,hr,low
10127,0,0.89,0.85,3,166,3,0,0,support,medium
1928,1,0.1,0.97,6,280,4,0,0,sales,low
7222,0,0.69,0.56,3,240,2,0,0,support,medium
635,1,0.39,0.57,2,127,3,0,0,sales,low
10645,0,0.78,0.52,5,192,3,1,0,technical,low
13341,0,0.82,0.87,5,145,6,0,0,hr,medium
2151,0,0.79,0.99,3,194,4,0,0,sales,low
11747,0,0.48,0.7,3,213,10,0,0,sales,medium
4127,0,0.74,1.0,4,199,4,0,0,management,high
11905,0,0.21,0.85,6,285,7,0,0,sales,medium
12341,1,0.37,0.47,2,141,3,0,0,technical,medium
6803,0,0.28,0.83,4,162,3,0,0,sales,low
2510,0,0.76,0.5,3,258,3,0,0,IT,low
7657,0,0.75,0.76,3,171,4,0,0,sales,low
9564,0,0.75,0.75,5,133,2,0,0,sales,low
8278,0,0.35,0.52,3,167,2,0,0,hr,low
10169,0,0.15,0.56,4,214,5,0,0,sales,high
2405,0,0.18,0.75,3,250,3,0,0,technical,medium
6877,0,0.74,0.94,4,255,4,0,0,marketing,medium
11728,0,0.95,0.81,4,258,7,0,1,sales,medium
8332,0,0.6,0.57,3,203,2,0,0,sales,low
5291,0,0.95,0.7,6,243,3,0,0,sales,medium
23,1,0.46,0.57,2,139,3,0,0,sales,low
8231,0,0.18,0.51,5,159,6,0,0,IT,medium
9125,0,0.81,0.97,3,133,3,0,0,technical,medium
14026,0,0.88,0.81,4,179,3,0,0,management,high
13850,0,0.7,0.84,3,260,4,1,0,support,medium
3006,0,0.84,0.85,3,153,4,0,0,accounting,low
8584,0,0.84,0.81,4,198,2,0,0,hr,medium
2661,0,0.96,0.72,3,272,3,0,0,product_mng,low
13349,0,0.75,0.93,3,247,2,0,0,technical,high
13997,0,0.81,0.8,5,132,2,1,0,management,high
5739,0,0.91,0.87,3,199,3,0,0,sales,medium
13970,0,0.74,0.98,3,166,3,1,1,management,high
7081,0,0.7,1.0,4,261,3,0,0,technical,low
3580,0,0.61,0.63,3,250,4,0,0,IT,low
7243,0,0.97,0.99,3,196,3,0,0,product_mng,low
14108,0,0.73,0.97,3,174,3,0,0,sales,low
11272,0,0.66,0.57,4,161,7,0,1,management,medium
5740,0,0.51,0.96,3,192,3,0,0,sales,medium
6316,0,0.78,0.5,4,155,4,0,0,technical,low
6645,0,0.73,0.94,4,213,3,1,0,marketing,medium
4038,0,0.79,0.73,5,155,3,0,0,IT,medium
13174,0,0.6,0.6,4,147,3,0,0,support,low
7265,0,0.99,0.79,4,172,2,0,0,sales,medium
4779,0,0.59,0.62,3,203,4,0,0,support,medium
5419,0,0.74,0.93,3,204,4,0,0,marketing,low
7436,0,0.82,0.97,3,160,2,0,0,hr,medium
10168,0,0.89,0.66,4,176,3,0,0,sales,high
7337,0,0.77,0.72,4,223,3,0,0,sales,medium
12089,1,0.1,0.79,6,291,4,0,0,sales,low
8932,0,0.74,0.88,5,183,3,1,0,accounting,medium
12702,1,0.45,0.5,2,147,3,0,0,sales,low
12903,0,0.71,0.9,3,138,3,0,0,marketing,medium
10092,0,0.66,0.62,4,241,3,0,0,sales,medium
13318,0,0.87,0.6,5,165,2,1,0,marketing,high
7705,0,0.44,0.61,3,147,4,0,0,RandD,low
13254,0,0.61,0.83,4,153,2,0,0,technical,low
12662,1,0.78,0.89,5,274,6,0,0,support,medium
14433,1,0.37,0.51,2,153,3,0,0,product_mng,low
6277,0,0.97,0.75,5,228,4,0,0,sales,low
7959,0,0.32,0.69,6,192,3,0,0,sales,high
10524,0,0.56,0.48,3,134,3,0,0,product_mng,low
4665,0,0.63,0.93,3,236,4,0,0,sales,high
1151,1,0.79,0.96,4,234,5,0,0,marketing,low
130,1,0.1,0.83,6,292,4,0,0,support,low
11416,0,0.5,0.51,5,134,3,0,0,product_mng,low
4864,0,0.91,0.99,3,188,3,1,0,support,medium
224,1,0.4,0.56,2,149,3,0,0,accounting,low
11459,0,0.84,0.73,4,197,3,0,1,technical,low
8079,0,0.8,0.63,4,211,2,0,0,product_mng,medium
9168,0,0.57,0.96,5,203,4,0,0,sales,low
234,1,0.48,0.57,4,270,4,0,0,technical,low
3499,0,0.67,0.55,3,175,2,0,0,IT,medium
12651,1,0.09,0.88,6,269,4,0,0,technical,medium
13272,0,0.9,0.73,2,203,4,0,0,support,medium
36,1,0.38,0.46,2,137,3,0,0,technical,low
7388,0,0.58,0.65,3,139,4,0,0,management,high
9104,0,0.98,0.51,4,223,2,0,0,sales,low
7731,0,0.73,0.62,3,181,3,0,0,sales,low
14413,1,0.76,1.0,5,219,5,0,0,support,low
10973,0,0.67,0.63,3,227,3,0,0,technical,medium
6264,0,0.49,0.96,2,206,2,0,0,marketing,low
3193,0,0.49,0.58,5,186,2,0,0,IT,high
7946,0,0.73,0.68,5,133,2,0,0,sales,low
14744,1,0.43,0.51,2,136,3,0,0,hr,medium
10039,0,0.84,0.55,5,264,3,0,0,technical,medium
8050,0,0.52,0.49,5,170,3,0,0,technical,low
12312,1,0.4,0.54,2,139,3,0,0,marketing,low
5653,0,0.84,0.71,4,273,3,0,0,technical,low
5119,0,0.58,0.97,3,186,3,0,1,marketing,medium
12212,1,0.88,1.0,5,219,5,0,0,technical,low
10040,0,0.7,0.52,3,227,2,0,0,technical,medium
1999,1,0.4,0.51,2,148,3,0,0,sales,low
13327,0,0.6,0.79,4,262,3,0,0,sales,low
463,1,0.8,0.85,4,273,5,0,0,management,low
14670,1,0.4,0.48,2,137,3,0,0,sales,medium
11497,0,0.54,0.76,3,183,3,0,0,sales,low
11892,0,0.78,0.62,4,150,3,0,1,management,high
8416,0,0.21,0.39,2,118,4,0,0,sales,medium
6916,0,0.61,0.48,4,257,2,0,0,support,high
5286,0,0.64,0.78,5,148,4,0,0,sales,high
7730,0,0.13,0.72,4,247,3,0,0,sales,medium
1132,1,0.77,0.87,4,150,4,0,0,product_mng,low
11966,0,0.92,0.65,3,176,3,0,0,IT,low
8516,0,0.67,0.64,4,149,4,0,0,technical,low
13094,0,0.48,0.86,5,198,4,0,0,technical,low
7610,0,0.49,0.83,2,185,6,0,0,support,medium
11748,0,0.99,0.6,4,209,8,1,0,IT,medium
9262,0,0.85,0.53,3,226,2,0,0,accounting,low
10494,0,0.79,0.67,5,222,4,0,0,technical,low
10589,0,0.59,0.88,3,159,2,0,0,technical,medium
5091,0,0.58,0.5,4,225,3,0,0,support,high
6481,0,0.77,0.74,2,187,6,0,0,RandD,medium
12763,1,0.39,0.46,2,159,3,0,0,sales,medium
7241,0,0.96,0.93,6,240,6,0,0,IT,low
2735,0,0.66,0.86,5,185,3,0,0,IT,low
7805,0,0.17,0.45,2,119,3,0,0,sales,medium
13651,0,0.69,0.48,5,232,4,0,0,sales,medium
4488,0,0.62,0.97,4,266,3,0,0,management,low
5133,0,0.71,0.76,3,175,2,0,0,sales,medium
7884,0,0.63,0.64,5,189,4,0,0,sales,high
2376,0,0.6,0.57,2,184,3,0,0,sales,medium
693,1,0.1,0.83,6,278,4,0,0,marketing,medium
9098,0,0.96,0.52,4,228,3,0,0,sales,low
6705,0,0.63,0.79,2,206,5,0,0,product_mng,low
6820,0,0.91,0.95,3,189,2,0,0,sales,low
1315,1,0.11,0.81,6,260,4,0,0,sales,medium
235,1,0.83,0.85,4,255,5,0,0,management,low
8206,0,0.92,0.55,4,183,3,0,0,technical,low
2356,0,0.99,0.93,4,236,3,0,0,product_mng,low
11773,0,0.93,0.5,5,272,3,0,0,sales,low
1041,1,0.81,0.84,5,258,5,0,0,support,medium
11718,0,0.63,0.85,4,182,3,1,0,sales,high
10106,0,0.64,0.74,4,157,4,0,0,accounting,low
9652,0,0.53,0.64,2,109,3,0,0,hr,medium
6765,0,0.96,1.0,5,152,4,0,0,support,low
385,1,0.75,0.9,5,256,5,0,0,support,low
3170,0,0.84,0.37,5,186,2,0,0,technical,medium
8712,0,0.74,0.75,2,137,3,1,0,sales,low
4140,0,0.65,0.8,4,164,4,0,0,sales,low
965,1,0.8,0.63,5,180,5,0,0,support,medium
13788,0,0.55,0.78,4,261,3,0,0,management,high
3887,0,0.63,0.5,4,235,3,0,0,RandD,medium
4277,0,0.95,0.58,3,193,2,0,0,accounting,medium
11579,0,0.53,0.99,3,223,10,0,0,marketing,low
2682,0,0.69,0.87,3,202,2,0,0,sales,medium
13091,0,0.65,0.67,3,240,2,1,0,technical,low
10891,0,0.8,0.55,4,178,2,1,0,support,low
12408,1,0.91,0.92,4,246,5,0,0,sales,low
7491,0,0.91,0.6,4,133,4,1,0,sales,medium
6606,0,0.63,0.5,4,167,3,1,0,technical,medium
1331,1,0.09,0.86,6,297,4,0,0,hr,low
12505,1,0.11,0.97,6,289,5,0,0,support,medium
14364,1,0.4,0.52,2,155,3,0,0,marketing,low
13459,0,0.72,0.8,3,222,3,0,0,IT,medium
2662,0,0.6,0.77,4,157,4,0,0,product_mng,low
6129,0,0.84,0.54,4,156,4,0,0,sales,high
13625,0,0.89,0.99,2,258,3,0,0,sales,medium
2188,0,0.18,0.8,2,110,5,0,0,support,low
7065,0,0.53,0.83,3,267,4,0,0,technical,medium
410,1,0.28,0.45,6,218,4,0,0,accounting,low
12549,1,0.41,0.47,2,138,3,0,0,sales,low
12415,1,0.42,0.48,2,155,3,0,0,hr,medium
4107,0,0.55,0.8,3,254,2,0,0,IT,medium
3156,0,0.49,0.98,3,267,3,1,0,sales,medium
9038,0,0.84,0.65,4,264,2,0,0,hr,medium
14592,1,0.38,0.46,2,145,3,0,0,hr,medium
3207,0,0.57,0.6,3,218,3,0,0,sales,low
9172,0,0.29,0.43,6,175,3,0,0,sales,low
6084,0,0.57,0.65,5,144,3,1,0,support,low
13489,0,0.66,0.53,3,164,6,0,0,support,low
5565,0,0.84,0.84,6,261,5,0,0,product_mng,low
11155,0,0.7,0.88,4,180,2,0,0,support,medium
12202,1,0.76,1.0,5,219,5,0,0,support,low
8306,0,0.27,0.48,3,97,6,0,0,IT,medium
11567,0,0.61,0.82,4,184,8,0,0,IT,low
7170,0,0.74,0.6,3,232,3,0,0,IT,low
4266,0,0.92,0.56,5,197,2,1,0,product_mng,medium
6197,0,0.15,0.39,5,229,4,0,0,sales,low
10158,0,0.32,0.52,4,191,2,0,0,marketing,medium
7072,0,0.62,0.94,3,151,4,0,0,support,medium
12166,1,0.43,0.55,2,129,3,0,0,sales,low
14232,1,0.38,0.55,2,147,3,0,0,sales,low
12495,1,0.82,0.99,4,263,6,0,0,technical,medium
4906,0,0.77,0.65,4,268,3,0,0,sales,low
551,1,0.75,0.99,5,254,5,0,0,sales,low
429,1,0.41,0.52,2,127,3,1,0,support,low
13361,0,0.54,0.61,4,118,5,0,0,support,low
5559,0,0.74,0.54,3,175,3,1,0,IT,high
2648,0,0.54,0.75,3,240,3,0,0,support,medium
7690,0,0.77,0.71,5,233,2,0,0,technical,low
816,1,0.84,0.97,5,251,5,0,0,support,medium
5864,0,0.8,0.87,4,217,3,0,0,IT,medium
11842,0,0.68,0.75,4,258,3,0,0,management,high
5894,0,0.6,0.95,4,164,4,0,0,sales,medium
7513,0,0.51,0.51,5,222,4,0,0,hr,low
13942,0,0.77,0.82,4,134,3,0,1,sales,low
2632,0,0.68,0.69,4,225,2,0,0,technical,low
1215,1,0.74,0.97,5,238,5,0,0,IT,low
4677,0,0.58,0.75,4,253,2,0,0,sales,low
4598,0,0.95,0.54,4,180,5,0,0,sales,high
4516,0,0.89,0.49,5,165,6,0,0,sales,low
10231,0,0.58,0.89,3,256,2,0,0,support,medium
11246,0,0.69,0.56,4,149,3,0,0,IT,medium
6837,0,0.6,0.97,5,145,2,0,0,technical,medium
4208,0,0.96,0.84,4,272,4,1,0,sales,medium
5212,0,0.5,0.54,3,134,3,0,0,sales,medium
10095,0,0.77,0.73,3,224,2,1,0,sales,low
3325,0,0.52,0.54,5,247,4,0,0,technical,high
12192,1,0.74,0.91,4,232,5,0,0,technical,medium
13918,0,0.43,0.66,4,135,2,0,0,IT,high
11428,0,0.64,0.55,4,215,2,0,0,sales,low
3752,0,0.54,0.48,3,152,2,0,0,sales,low
6784,0,0.89,0.52,4,243,5,0,0,product_mng,medium
11507,0,0.93,0.74,5,248,8,1,0,support,low
6296,0,0.77,0.68,5,162,4,1,0,technical,medium
7772,0,0.6,0.7,4,145,6,0,0,IT,low
8663,0,0.44,0.58,4,152,3,0,0,technical,low
8441,0,0.5,0.6,4,199,2,0,0,technical,low
12930,0,0.9,0.57,4,185,3,1,0,technical,medium
6909,0,0.47,0.47,4,191,3,0,0,technical,medium
4256,0,0.78,0.66,4,214,2,0,0,technical,low
1361,1,0.75,0.89,5,272,5,0,0,IT,medium
11882,0,0.6,0.45,3,104,4,0,0,IT,low
9759,0,0.91,0.77,4,167,3,1,0,IT,medium
6629,0,0.32,0.55,4,283,4,0,0,product_mng,low
7294,0,0.76,0.58,5,136,3,0,0,technical,medium
3121,0,0.66,0.76,3,155,4,1,0,product_mng,low
6203,0,0.7,0.93,4,241,3,0,0,sales,low
3398,0,0.64,0.5,3,238,4,0,0,technical,low
7628,0,0.89,0.5,2,238,4,0,0,RandD,low
5449,0,0.54,0.51,3,265,3,0,0,accounting,low
4133,0,0.52,0.8,5,234,3,0,0,sales,high
10059,0,0.88,0.71,3,184,3,0,0,technical,low
11167,0,0.55,0.96,3,194,3,0,0,product_mng,medium
1382,1,0.1,0.88,6,263,4,0,0,marketing,low
11995,0,0.9,0.55,3,259,10,1,1,management,high
6461,0,0.77,0.85,3,136,3,0,0,support,low
14655,1,0.39,0.54,2,127,3,0,0,IT,low
12062,1,0.1,0.95,6,244,5,0,0,IT,medium
8136,0,0.67,0.83,3,148,3,0,0,support,low
4141,0,0.74,0.74,5,175,3,0,0,sales,low
13806,0,0.15,0.6,5,188,7,0,0,sales,medium
11953,0,0.48,0.72,3,143,4,0,0,sales,medium
3465,0,0.59,0.83,4,239,4,0,0,hr,high
2731,0,0.3,0.91,4,248,4,0,0,management,low
2936,0,0.97,0.65,3,219,2,0,0,technical,low
8381,0,0.9,0.59,6,269,4,1,0,management,medium
4477,0,0.83,0.9,3,195,3,0,0,support,low
12386,1,0.1,0.93,6,298,4,0,0,technical,medium
10737,0,0.7,0.95,4,231,3,0,0,support,medium
1592,1,0.41,0.57,2,154,3,0,0,IT,medium
7219,0,0.49,0.94,4,195,3,1,0,technical,medium
568,1,0.44,0.51,2,134,3,0,0,hr,medium
2967,0,0.58,0.8,5,187,3,1,0,product_mng,low
5256,0,0.79,0.75,2,221,3,0,0,product_mng,low
9193,0,0.66,0.54,2,136,2,0,0,technical,low
704,1,0.74,0.54,5,216,3,0,0,sales,low
12755,1,0.37,0.48,2,160,3,0,0,product_mng,low
2338,0,0.64,0.53,4,163,3,0,0,support,medium
13999,0,0.82,0.56,2,227,5,1,0,management,high
13609,0,0.84,0.53,3,210,4,1,0,marketing,medium
14906,1,0.79,0.93,5,268,5,0,0,technical,medium
9238,0,0.61,1.0,5,243,2,0,0,technical,medium
14113,0,0.93,0.89,3,255,7,1,0,sales,medium
13639,0,0.64,0.55,4,215,2,0,0,sales,low
10921,0,0.55,0.98,4,185,2,1,0,marketing,low
13668,0,0.4,0.62,4,127,5,0,0,accounting,low
9600,0,0.8,0.76,4,135,2,0,0,technical,low
13214,0,0.83,0.52,5,217,3,0,0,RandD,low
13101,0,0.55,0.54,3,233,2,0,0,support,low
1519,1,0.4,0.55,2,131,3,0,0,product_mng,medium
10188,0,0.87,0.49,4,213,3,0,0,technical,low
9306,0,0.67,0.93,5,254,3,1,0,RandD,medium
14676,1,0.37,0.54,2,152,3,0,0,marketing,medium
6113,0,0.7,0.98,4,146,3,0,0,marketing,low
1014,1,0.44,0.53,2,156,3,0,0,sales,low
8113,0,0.75,0.75,5,229,2,1,0,sales,medium
10258,0,0.54,0.52,3,115,3,0,0,accounting,low
13795,0,0.65,0.74,4,233,4,1,0,management,low
11897,0,0.73,0.97,3,174,3,0,0,sales,low
1455,1,0.45,0.55,2,155,3,0,0,technical,low
8314,0,0.55,0.47,3,194,2,0,0,IT,high
3519,0,0.64,0.86,5,274,2,1,0,sales,low
7044,0,0.7,0.48,4,237,3,0,0,sales,low
12256,1,0.11,0.81,6,266,4,1,0,sales,medium
7014,0,0.21,0.62,4,247,3,1,0,product_mng,low
2962,0,0.99,0.84,5,138,2,0,0,IT,medium
2511,0,0.5,0.78,3,228,2,0,0,RandD,low
1754,1,0.44,0.52,2,137,3,0,0,RandD,medium
12117,1,0.11,0.84,6,251,4,0,0,technical,low
7614,0,0.87,0.75,3,258,3,0,0,technical,medium
8487,0,0.77,0.87,3,207,4,1,0,sales,low
1255,1,0.39,0.47,2,142,3,0,0,technical,low
3321,0,0.99,0.73,5,197,4,1,0,technical,low
1646,1,0.1,0.93,7,258,4,0,0,technical,low
6825,0,0.53,0.92,3,199,2,0,0,hr,medium
11731,0,0.77,0.82,4,134,3,0,1,sales,low
10149,0,0.8,0.79,4,148,3,0,0,RandD,medium
6338,0,0.88,0.54,3,235,2,1,0,technical,low
6044,0,0.39,0.67,6,276,6,0,0,sales,medium
14022,0,0.83,0.6,4,161,2,0,0,management,high
11912,0,0.91,0.82,2,241,3,0,0,sales,medium
7091,0,0.96,1.0,5,148,3,0,0,product_mng,low
802,1,0.85,0.82,5,264,6,0,0,technical,medium
8172,0,0.77,0.74,6,247,3,0,0,management,low
69,1,0.43,0.5,2,135,3,0,0,product_mng,medium
10137,0,0.93,0.48,3,276,3,0,0,IT,low
4251,0,0.7,0.56,4,182,2,0,0,support,low
8124,0,0.72,0.9,4,225,2,0,0,hr,low
170,1,0.81,0.99,4,259,5,0,0,sales,low
3583,0,0.98,0.65,4,216,4,0,0,RandD,medium
13882,0,0.71,0.93,5,140,8,0,0,marketing,medium
3518,0,0.15,0.76,5,277,4,0,0,marketing,low
4426,0,0.88,0.66,4,133,2,0,0,RandD,medium
5443,0,0.62,0.74,4,173,2,0,0,sales,medium
8344,0,0.55,0.57,4,220,3,0,0,sales,medium
5198,0,0.93,0.62,4,258,3,0,0,sales,medium
12093,1,0.46,0.55,2,129,3,0,0,sales,low
12684,1,0.42,1.0,3,202,3,0,0,sales,medium
11901,0,0.24,0.88,5,199,5,1,0,sales,medium
11847,0,0.62,0.76,5,198,3,0,0,sales,low
6886,0,0.92,0.85,4,184,3,0,0,sales,low
1806,1,0.45,0.57,2,143,3,0,0,support,low
13356,0,0.56,0.94,3,154,3,1,0,support,low
3304,0,0.8,0.54,5,261,2,0,0,sales,medium
11441,0,0.61,0.81,4,134,3,0,0,sales,medium
4320,0,0.53,0.56,5,188,3,0,0,technical,medium
735,1,0.83,0.99,5,258,5,0,0,support,high
10005,0,0.72,0.74,2,238,3,0,0,management,medium
10451,0,0.75,0.56,5,231,2,0,0,RandD,low
14813,1,0.1,0.84,7,250,4,0,0,product_mng,low
8479,0,0.73,0.72,5,178,2,0,0,management,low
3896,0,0.56,0.68,3,149,2,0,0,management,medium
13676,0,0.55,0.64,3,178,2,0,1,sales,low
11885,0,0.71,0.68,3,231,2,1,0,product_mng,low
2357,0,0.75,0.9,5,186,4,0,0,product_mng,low
2921,0,0.79,0.89,4,240,3,0,0,sales,medium
6354,0,0.6,0.61,2,275,2,0,0,sales,low
2106,0,0.86,0.79,3,242,2,0,0,support,low
11880,0,0.92,0.6,3,179,2,0,0,IT,low
8822,0,0.78,0.86,4,240,3,0,0,technical,low
11078,0,0.69,0.88,3,164,10,0,0,management,medium
5495,0,0.98,0.56,3,187,3,0,0,RandD,medium
7605,0,0.96,0.95,3,236,2,0,0,support,medium
7793,0,0.89,0.73,3,274,2,0,0,sales,medium
6953,0,0.54,0.81,3,145,2,0,0,marketing,high
6718,0,0.66,0.75,4,200,4,0,0,accounting,medium
10922,0,0.18,0.81,4,147,4,0,0,marketing,low
9102,0,0.62,0.48,4,271,3,0,0,sales,low
415,1,0.42,0.48,2,155,3,0,0,hr,medium
6774,0,0.65,0.75,4,270,2,0,0,technical,low
11619,0,0.57,0.91,4,224,10,0,0,sales,medium
10632,0,0.78,0.91,3,177,2,0,0,sales,high
7291,0,0.84,0.72,3,256,4,0,0,technical,medium
5943,0,0.68,0.92,3,226,2,0,0,IT,high
5573,0,0.17,0.79,2,126,5,0,0,marketing,medium
3758,0,0.81,0.8,4,227,2,1,0,sales,low
7904,0,0.9,0.76,2,150,2,0,0,technical,medium
4634,0,0.75,0.76,4,254,4,0,0,support,low
4100,0,0.66,0.73,3,244,3,0,0,support,medium
6156,0,0.94,0.82,4,159,2,1,0,support,low
3124,0,0.48,0.37,3,181,2,0,0,IT,low
7094,0,0.56,0.64,3,262,2,1,0,RandD,low
1411,1,0.32,0.6,2,280,4,0,0,technical,low
1835,1,0.54,0.83,6,165,6,0,0,support,low
12442,1,0.77,1.0,5,229,5,0,0,management,low
360,1,0.1,0.87,6,290,4,0,0,support,low
737,1,0.42,0.56,2,143,3,0,0,support,medium
5366,0,0.89,0.93,4,245,4,0,0,sales,medium
9243,0,0.14,0.63,6,215,5,0,0,sales,low
5281,0,0.68,0.68,3,143,3,0,0,sales,medium
10157,0,0.22,0.61,4,150,6,0,0,management,medium
12879,0,0.65,0.88,4,173,3,0,0,management,medium
11045,0,0.89,0.39,5,218,2,0,0,technical,low
2744,0,0.5,0.86,3,253,2,0,0,RandD,low
8460,0,0.56,0.84,4,149,4,1,0,IT,medium
3482,0,0.78,0.92,5,137,2,0,0,support,low
8240,0,0.76,0.7,5,195,3,0,0,RandD,low
8537,0,0.44,0.83,4,210,2,0,0,IT,medium
2071,0,0.92,0.65,4,238,2,0,0,sales,low
14791,1,0.44,0.51,2,145,3,0,0,support,low
1577,1,0.36,0.54,2,158,3,0,0,support,low
4497,0,0.43,0.41,4,190,3,0,0,product_mng,medium
8775,0,0.78,0.59,4,124,3,1,0,RandD,high
7760,0,0.88,0.5,4,162,2,0,0,support,medium
2667,0,0.53,0.87,3,151,2,0,0,RandD,low
14735,1,0.75,0.99,5,221,5,0,0,product_mng,low
14085,0,0.73,0.9,3,274,2,0,0,support,high
4372,0,0.52,0.71,2,231,2,0,0,sales,low
1490,1,0.38,0.55,2,130,3,0,0,technical,low
9930,0,0.14,0.88,3,162,4,0,0,marketing,medium
10561,0,0.74,0.56,4,190,3,1,0,accounting,low
13969,0,0.58,0.84,4,206,7,0,1,management,high
4379,0,0.39,0.41,6,115,3,0,0,sales,low
7351,0,0.19,0.61,3,272,4,0,0,sales,low
246,1,0.37,0.48,2,159,3,0,0,sales,low
12756,1,0.77,0.92,5,235,5,0,0,IT,low
2812,0,0.37,0.43,2,155,2,0,0,IT,low
1197,1,0.79,0.96,5,218,5,0,0,support,medium
13203,0,0.65,0.76,2,170,5,0,0,IT,low
7559,0,0.52,0.7,3,257,3,0,0,support,low
10362,0,0.44,0.63,3,193,3,0,0,technical,high
2029,0,0.84,0.77,4,262,4,0,0,technical,low
14603,1,0.84,1.0,4,261,5,0,0,sales,low
9653,0,0.82,0.82,5,193,4,0,0,technical,medium
10421,0,0.61,0.84,3,206,2,0,0,technical,low
13993,0,0.84,0.78,4,263,3,0,0,IT,low
9267,0,0.57,0.69,4,255,3,0,0,hr,medium
10434,0,0.77,0.65,2,162,4,1,0,support,medium
890,1,0.43,0.57,2,131,3,1,0,support,medium
12342,1,0.9,1.0,5,232,5,0,0,technical,medium
14765,1,0.43,0.53,2,150,3,0,0,sales,low
9348,0,0.63,0.93,4,238,2,0,0,technical,low
6058,0,0.58,0.58,5,171,2,0,0,accounting,medium
7004,0,0.85,0.87,6,232,6,0,0,technical,low
9940,0,0.76,0.76,3,197,2,0,0,sales,medium
9099,0,0.69,0.75,3,204,3,0,0,sales,low
2032,0,0.54,0.94,4,267,4,0,0,support,low
10114,0,0.67,0.64,3,203,2,1,0,technical,low
13891,0,0.59,0.69,3,200,3,0,0,sales,low
6878,0,0.74,0.8,3,219,2,0,0,marketing,medium
6530,0,0.97,0.72,5,260,4,0,0,technical,medium
8013,0,0.86,0.53,4,155,3,0,0,marketing,high
3220,0,0.74,0.59,3,274,3,0,0,sales,medium
3724,0,0.57,0.86,4,268,6,0,0,IT,medium
9324,0,0.57,0.66,4,158,2,0,0,sales,low
10257,0,0.64,0.96,3,274,3,0,0,accounting,low
11517,0,0.49,0.54,4,215,4,0,0,IT,medium
5397,0,0.62,0.79,3,274,3,0,0,support,medium
3274,0,0.88,0.52,5,264,4,0,0,product_mng,medium
7201,0,0.74,0.64,3,267,5,0,0,sales,low
5922,0,0.64,0.68,3,272,3,0,0,technical,low
9567,0,0.96,0.92,3,182,4,0,0,sales,low
6622,0,0.79,0.66,3,183,3,0,0,management,high
11393,0,0.33,0.97,5,130,4,0,0,management,high
5893,0,0.69,0.65,4,136,2,0,0,sales,medium
12502,1,0.11,0.87,7,282,5,0,0,technical,low
9269,0,0.68,0.74,3,227,2,0,0,technical,medium
14310,1,0.9,1.0,5,221,6,0,0,sales,medium
6398,0,0.66,0.7,5,254,2,0,0,IT,medium
8040,0,0.54,0.63,5,259,2,0,0,sales,medium
9430,0,0.97,0.9,3,255,2,0,0,technical,low
9192,0,0.4,0.42,3,146,2,1,0,hr,medium
8174,0,0.63,0.85,5,214,2,0,0,marketing,low
9559,0,0.15,0.95,4,173,5,1,0,sales,low
13225,0,0.52,0.89,3,188,6,0,0,marketing,medium
2183,0,0.22,0.53,4,244,2,0,0,support,medium
